trilha;curso;curso_id;modulo;aula;aula_id;ord;tipo;duracao_min;resolucoes;n_extras;url_aula;m3u8_principal;video_uuid
Trilha Agentes IA;Agente de Agendamentos | Cases Práticos -Agente IA;424;5 - Fluxo de Lembrete e Melhorias;5.2  -  Criando fluxo de lembrete de 1 dia na prática;4568;2;video;14.8;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4568;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/d5a36d0e-451f-4232-9093-6994fe3902bd/playlist.m3u8;d5a36d0e-451f-4232-9093-6994fe3902bd
Trilha Agentes IA;Agente de Agendamentos | Cases Práticos -Agente IA;424;5 - Fluxo de Lembrete e Melhorias;5.3  -  Criando fluxo de lembrete de 2hs na prática;4570;3;video;3.6;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4570;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c2d7df14-1c83-4fb8-999b-643f352432dc/playlist.m3u8;c2d7df14-1c83-4fb8-999b-643f352432dc
Trilha Agentes IA;Agente de Agendamentos | Cases Práticos -Agente IA;424;6 - Conclusão;6.1 - O que aprendemos;4428;1;video;5.0;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4428;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/d22115c8-98b1-4aca-9c6c-fff4623326bb/playlist.m3u8;d22115c8-98b1-4aca-9c6c-fff4623326bb
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;;Conta pra gente, o que achou desse módulo?;5415;4;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/5415;;
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;1 - Introdução e Planejamento de Projeto;1.1 - O que você irá aprender;5335;1;video;8.7;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5335;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/27fd0f70-2fb0-4ab9-ae5b-171006b85f7c/playlist.m3u8;27fd0f70-2fb0-4ab9-ae5b-171006b85f7c
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;1 - Introdução e Planejamento de Projeto;1.2 - Apresentando os fluxos;5336;2;video;5.5;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5336;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4f15ce53-487b-470a-96c1-4f836d71a31b/playlist.m3u8;4f15ce53-487b-470a-96c1-4f836d71a31b
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;1 - Introdução e Planejamento de Projeto;1.3 - Arquitetura do Projeto;5337;3;video;2.8;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5337;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2644d35e-39d4-407a-b54b-e170854fd556/playlist.m3u8;2644d35e-39d4-407a-b54b-e170854fd556
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.1 - Criando o Form Trigger;5338;1;video;3.5;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5338;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/55c5e4eb-f98d-435b-9b3f-0f437563ba42/playlist.m3u8;55c5e4eb-f98d-435b-9b3f-0f437563ba42
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.2 - Upload da imagem no Google Drive;5339;2;video;6.9;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5339;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/50beb51f-067c-46d5-b381-f022e83c6cd8/playlist.m3u8;50beb51f-067c-46d5-b381-f022e83c6cd8
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.3 - Analisando a imagem com GPT-4o Visio;5340;3;video;7.8;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5340;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2f9d3595-9041-41a9-a9af-c8f743fcd920/playlist.m3u8;2f9d3595-9041-41a9-a9af-c8f743fcd920
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.4 - Gerando o prompt de imagem;5341;4;video;9.3;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5341;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a8f4b494-4d1a-4e30-915b-9f892cbe7c90/playlist.m3u8;a8f4b494-4d1a-4e30-915b-9f892cbe7c90
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.5 - Gerando a imagem com Fal.ai (Nano Banana);5342;5;video;10.4;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5342;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/0a769ea1-6b13-40a8-bd08-c7b205c9eb52/playlist.m3u8;0a769ea1-6b13-40a8-bd08-c7b205c9eb52
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.6 - Gerando o vídeo UGC com Veo3;5343;6;video;17.1;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5343;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6b49f047-dc90-4663-830a-0b0ace556278/playlist.m3u8;6b49f047-dc90-4663-830a-0b0ace556278
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;2 - Construindo o Workflow Base no n8n;2.7 - Gerando o vídeo em português;5344;7;video;4.2;640x360/856x480/1284x720/1928x1080;2;https://flix.nocodestartup.io/m/lessons/5344;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b662fdbf-2d5f-40b3-8a14-b49159c51d89/playlist.m3u8;b662fdbf-2d5f-40b3-8a14-b49159c51d89
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.1 - Introdução ao Lovable e visão geral da integração;5345;1;video;2.0;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5345;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/1ecc1f50-9a04-4fa8-9073-533e977ac411/playlist.m3u8;1ecc1f50-9a04-4fa8-9073-533e977ac411
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.2 - Construindo o layout e o formulário do Construtor de Anúncios UGC;5346;2;video;6.8;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5346;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5cdfb4d1-de95-40bc-9a41-14d50486a8bb/playlist.m3u8;5cdfb4d1-de95-40bc-9a41-14d50486a8bb
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.3 - Conectando o Lovable ao n8n via Webhook;5347;3;video;5.0;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5347;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/dec8e216-d64a-489b-852a-9e6153975cb5/playlist.m3u8;dec8e216-d64a-489b-852a-9e6153975cb5
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.4 - Ajustando o fluxo para processar os novos dados;5348;4;video;4.8;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5348;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/becd9ad0-64f7-4bf2-9f1a-2c54bb81a484/playlist.m3u8;becd9ad0-64f7-4bf2-9f1a-2c54bb81a484
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.5 - Enviando o vídeo por e-mail automaticamente;5349;5;video;8.2;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5349;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/da72e780-5439-4226-a121-fbe5f0a469c7/playlist.m3u8;da72e780-5439-4226-a121-fbe5f0a469c7
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;3 - Criando uma Interface Real com Lovable (Fase 2);3.6 - Testando e demonstrando a aplicação completa;5350;6;video;8.9;640x360/856x480/1284x720/1928x1080;2;https://flix.nocodestartup.io/m/lessons/5350;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/80189c5a-8ed8-4056-9d25-d28fa1800bdb/playlist.m3u8;80189c5a-8ed8-4056-9d25-d28fa1800bdb
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;4 - Encerramento e Próximos Passos;4.1 - Revisão da jornada completa;5351;1;video;3.5;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5351;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c7d6aa3a-103c-424d-9525-0be916a398e6/playlist.m3u8;c7d6aa3a-103c-424d-9525-0be916a398e6
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;4 - Encerramento e Próximos Passos;4.2 - Ideias de expansão e aplicações práticas;5352;2;video;2.9;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5352;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/cfe772f6-d14c-4ef1-8b28-cd5f809f6896/playlist.m3u8;cfe772f6-d14c-4ef1-8b28-cd5f809f6896
Trilha Agentes IA;Geração Automática de Vídeos UGC | Agentes de IA para Marketing;512;4 - Encerramento e Próximos Passos;4.3 - Encerramento e mensagem final;5353;3;video;4.0;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/5353;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/8c4eeb9d-3119-42c9-9619-9c4df23b2668/playlist.m3u8;8c4eeb9d-3119-42c9-9619-9c4df23b2668
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;1 - Introdução e Planejamento Projeto;1.1 - O que você irá aprender;4432;1;video;3.7;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4432;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/165a590d-a0ed-4bd2-82c5-ba3f0877330d/playlist.m3u8;165a590d-a0ed-4bd2-82c5-ba3f0877330d
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;1 - Introdução e Planejamento Projeto;1.2 - Apresentando o Fluxo;4433;2;video;5.6;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4433;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b2aacc62-7c2e-43d7-b29e-82b73bc7a6b6/playlist.m3u8;b2aacc62-7c2e-43d7-b29e-82b73bc7a6b6
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;1 - Introdução e Planejamento Projeto;1.3 - Arquitetura do Projeto;4434;3;video;4.7;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4434;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/96b319d2-2cbc-4163-8c41-0e58bf7a0eb0/playlist.m3u8;96b319d2-2cbc-4163-8c41-0e58bf7a0eb0
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;;Conta pra gente, o que achou desse módulo?;4533;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4533;;
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;2 - Estrutura Backend e Dados;2.1 - Modelagem de Dados;4435;1;video;4.5;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4435;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/d0937f96-e16d-4430-b6ec-b027dfcf8129/playlist.m3u8;d0937f96-e16d-4430-b6ec-b027dfcf8129
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;2 - Estrutura Backend e Dados;2.2 - Criando Tabelas Supabase;4436;2;video;7.6;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4436;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5e5c13d7-4964-4864-bfeb-924148984e77/playlist.m3u8;5e5c13d7-4964-4864-bfeb-924148984e77
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;3 - Criando Agente IA MCP;3.1 - Agente Vendedor [MCP Client];4437;1;video;6.5;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4437;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/ea4e6210-1419-4fc9-ab6d-c2702acd1568/playlist.m3u8;ea4e6210-1419-4fc9-ab6d-c2702acd1568
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;3 - Criando Agente IA MCP;3.2 - Ler e Atualizar tabelas CLIENTES e PRODUTOS [MCP Server];4438;2;video;9.7;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4438;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/8cfb7fa2-f4f8-4e69-84e3-bc037dc8aee7/playlist.m3u8;8cfb7fa2-f4f8-4e69-84e3-bc037dc8aee7
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;3 - Criando Agente IA MCP;3.3 - Criar e Atualizar tabela PEDIDOS [MCP Server];4439;3;video;5.2;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4439;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7217f0af-3675-4bc5-8ad6-5ec61ff3c252/playlist.m3u8;7217f0af-3675-4bc5-8ad6-5ec61ff3c252
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;3 - Criando Agente IA MCP;3.4 - Testando o Agente;4440;4;video;5.2;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4440;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/db128856-b109-443a-811f-ec707a069088/playlist.m3u8;db128856-b109-443a-811f-ec707a069088
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;4 - Integrando Pagamentos Pix, Boleto e Cartão de Crédito;4.1 - Introdução Pagamentos;4441;1;video;5.1;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4441;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5fd1b940-ce44-4767-958b-07cc47136cca/playlist.m3u8;5fd1b940-ce44-4767-958b-07cc47136cca
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;4 - Integrando Pagamentos Pix, Boleto e Cartão de Crédito;4.2 - Criar Cliente e Cobrança Asaas - Pix, Boleto e Cartão de Crédito;4442;2;video;8.3;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4442;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/313ded12-438a-4404-bbd7-bba7143f5d35/playlist.m3u8;313ded12-438a-4404-bbd7-bba7143f5d35
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;4 - Integrando Pagamentos Pix, Boleto e Cartão de Crédito;4.3 - Atualizando o MCP Server;4443;3;video;6.6;640x360/856x480/1284x720/1928x1080;1;https://flix.nocodestartup.io/m/lessons/4443;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/d90662dd-71b3-4026-9766-ae833ef079d8/playlist.m3u8;d90662dd-71b3-4026-9766-ae833ef079d8
Trilha Agentes IA Comerciais | Especialistas;Agente Vendedor de Produtos | Cases Práticos -Agente IA;423;5 - Finalização;5.1 - Testes Finais;4444;1;video;7.8;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4444;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2c2ecb60-a4dc-47d8-ad11-e4d58a3c912c/playlist.m3u8;2c2ecb60-a4dc-47d8-ad11-e4d58a3c912c
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;1 - Introdução e Planejamento de Projeto;1.1 O que você irá aprender;4481;1;video;7.2;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4481;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/fa671b33-4f5c-44bc-9396-b30a2c8e0077/playlist.m3u8;fa671b33-4f5c-44bc-9396-b30a2c8e0077
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;1 - Introdução e Planejamento de Projeto;1.2 Apresentando os fluxos;4482;2;video;2.6;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4482;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6222f108-12bf-4821-8e4c-ab48cc576987/playlist.m3u8;6222f108-12bf-4821-8e4c-ab48cc576987
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;1 - Introdução e Planejamento de Projeto;1.3 Arquitetura do projeto;4499;3;video;3.0;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4499;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/9ac09546-245c-4dcc-b0fa-3ef2cf092584/playlist.m3u8;9ac09546-245c-4dcc-b0fa-3ef2cf092584
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;;Conta pra gente, o que achou desse módulo?;4535;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4535;;
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.0 Link para criar a sua conta;4514;1;texto/html;0.0;;0;https://flix.nocodestartup.io/m/lessons/4514;;
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.1 Criando a conta na VAPI;4486;2;video;18.2;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4486;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5d703793-f35a-47ef-9718-f6bf2b95da2b/playlist.m3u8;5d703793-f35a-47ef-9718-f6bf2b95da2b
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.2 Estruturando a Agente: identidade e propósito;4487;3;video;6.7;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4487;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/187165f5-7aa9-425b-84f2-661065cee8d6/playlist.m3u8;187165f5-7aa9-425b-84f2-661065cee8d6
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.3 Criando o System Prompt com estratégia;4488;4;video;12.5;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4488;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6c3fd5fd-1994-4747-bce0-546aec374d14/playlist.m3u8;6c3fd5fd-1994-4747-bce0-546aec374d14
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.4 Conectando fontes com RAG;4483;5;video;6.2;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4483;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/965e413f-dd90-4588-88fe-7e3ff6b81fc4/playlist.m3u8;965e413f-dd90-4588-88fe-7e3ff6b81fc4
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;2 - Criando Agentes de Voz na VAPI;2.5 Escolhendo a voz da nossa agente;4484;6;video;8.0;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4484;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/3f17efd1-f8aa-4d5d-a767-0c01be9df284/playlist.m3u8;3f17efd1-f8aa-4d5d-a767-0c01be9df284
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.1 O que são Tools e como elas funcionam;4489;1;video;3.4;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4489;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/900dacc4-b276-43d2-a2dc-bd8fe5027b82/playlist.m3u8;900dacc4-b276-43d2-a2dc-bd8fe5027b82
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.2 Modelagem de Dados e Tabelas Supabase;4490;2;video;6.1;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4490;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f2b1a5e5-7545-4675-bc8f-38fc6028cbdb/playlist.m3u8;f2b1a5e5-7545-4675-bc8f-38fc6028cbdb
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.3 Criando o fluxo de consulta de disponibilidade;4491;3;video;29.4;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4491;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7d8510f5-aef8-46c6-af89-8aa200286e57/playlist.m3u8;7d8510f5-aef8-46c6-af89-8aa200286e57
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.4 Criando o fluxo de agendamento da reunião - Parte 1;4492;4;video;25.7;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4492;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5852d432-d185-440a-aea8-46a103588cfe/playlist.m3u8;5852d432-d185-440a-aea8-46a103588cfe
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.4 Criando o fluxo de agendamento da reunião - Parte 2;4500;5;video;9.8;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4500;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7d450408-0af4-4a6e-9856-984fa677aa54/playlist.m3u8;7d450408-0af4-4a6e-9856-984fa677aa54
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;3 - Tools: O poder do N8N + VAPI;3.5 Boas práticas para integração entre VAPI e n8n;4501;6;video;10.1;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4501;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/1665793d-d15a-45c2-9a74-00a3f08f1a1b/playlist.m3u8;1665793d-d15a-45c2-9a74-00a3f08f1a1b
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;4 - Realizando ligações com o Agente;4.1 Importando e conectando seu número de telefone;4493;1;video;22.1;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4493;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/dd0e4956-3466-4ec0-bdaa-33e88fa72501/playlist.m3u8;dd0e4956-3466-4ec0-bdaa-33e88fa72501
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;4 - Realizando ligações com o Agente;4.2 Criando o formulário no Tally;4494;2;video;11.3;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4494;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5e1239f6-b267-43ca-b9a8-fad62ddd3886/playlist.m3u8;5e1239f6-b267-43ca-b9a8-fad62ddd3886
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;4 - Realizando ligações com o Agente;4.3 Criando o workflow de chamada no n8n;4495;3;video;13.8;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4495;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/aa6bde1d-a7ba-4d51-bb29-e7de479d0fc3/playlist.m3u8;aa6bde1d-a7ba-4d51-bb29-e7de479d0fc3
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;4 - Realizando ligações com o Agente;4.4 Fazendo tudo funcionar: teste ponta a ponta;4502;4;video;16.3;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4502;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/0ababac3-fd3d-414c-9c8b-203adee2472e/playlist.m3u8;0ababac3-fd3d-414c-9c8b-203adee2472e
Trilha Agentes IA Comerciais | Especialistas;Agente de Voz SDR | Cases Práticos -Agente IA;442;5 - Resumo e Fechamento;5.1 Visão geral da automação;4496;1;video;4.3;592x360/792x480/1184x720/1776x1080;0;https://flix.nocodestartup.io/m/lessons/4496;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/0060814e-f7ec-4ef3-b091-3823e07acbee/playlist.m3u8;0060814e-f7ec-4ef3-b091-3823e07acbee
Trilha Agentes IA Comerciais | Especialistas;Agente SDR com Follow up| Cases Práticos -Agente IA;425;1 - Introdução;1.1 - Introdução;4463;1;video;3.6;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4463;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/ea567d0a-ca93-493c-ba06-578069638606/playlist.m3u8;ea567d0a-ca93-493c-ba06-578069638606
Trilha Agentes IA Comerciais | Especialistas;Agente SDR com Follow up| Cases Práticos -Agente IA;425;1 - Introdução;1.2 - Apresentando todo o projeto;4464;2;video;3.7;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/4464;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5874642a-0d59-45e4-91b5-43540c1a80fa/playlist.m3u8;5874642a-0d59-45e4-91b5-43540c1a80fa
Trilha Agentes IA Comerciais | Especialistas;Agente SDR com Follow up| Cases Práticos -Agente IA;425;1 - Introdução;Todos Materiais deste Módulo;4574;3;texto/html;0.0;;5;https://flix.nocodestartup.io/m/lessons/4574;;
Trilha Agentes IA Comerciais | Especialistas;Agente SDR com Follow up| Cases Práticos -Agente IA;425;;Conta pra gente, o que achou desse módulo?;4534;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4534;;
